ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8801,LIS,1002,MN,55117, , ,1309,0, , , , ,XXXX,S1,15,84.0,E,U, , , , ,,2.0,M,,0,,,,,,,,,,,,,,,2,0,30,28,29,5,5,2, , , ,6.0, , , , , , , , , , , , , , , , , , , , ,X,3357,790,1741,99,0,0,46,54,97,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,32,36,41,37,42,46,13,45,34,21,16,30,16,11,11,10,6,21,17,26,21,15,19,9,18,42,37,21,9,3,1,42,15,6,37,123,193,23,16,0,66,65,62,0,0,0,896,928,5,5,51,49,95,5,7,15,45,35,11,63,37,5,1,4,24,36,13,10,68,18,0,1,0,0,2,31,77,98,0,9,19,41,43,11,4,5,61,10,1,3,43,1,60,90,97,99,5120.0,107.0,613.0,334,399,371,433,19042,13,21,21,25,14,7,0,0,0,8,14,16,33,18,11,0,0,0,23,2,58,5,64,36,12,85,9,2,2,0,0,0,1,1,0,37,18,20,0,72,79,84,75,82,73,83,46,99,99,0,18,19,6,14,17,0,1,10,0,6,5,2,2,1,0,3,21,4,1,7,19,7,2,3,2,8,5,12,6,5,5,2,4,72,11,0,140,4,5,28,16,12,26,10,3,15,0,9,8,0,0,0,13,30,0,28,24,29,9,0,2,1,19,0,0,2,1,6,4,0,0,0,2,0,2,72,95,2,0,3,97,45,9,4,16,2,10,11,75,88,12,19,5,63,2,27,6,0,1,93,7,99,99,99,8,3,5,7,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,L1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E,L2E,L2E,A1E,A1E,A1E,A1E,A1E,A1E,26,9702,58,6,13,,,,,,,,,9512.0,,,,,,,,,,,9412.0,,,,,,,,,,,16.0,,,,,,,,,,,12.0,,,74.0,9,7,5.0,8912,16.0,9512,16.0,9512,8810,8912.0,14.0,8.2222222222,82786,0,0.0,1,L,1,F,X,X,X,21.0,A
9401,CWR,2,GA,30260, , ,4201,0, , , , ,XXXX,C2,25,56.0,E,H, , , , ,,5.0,F,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,42,25,23,8,6,6, , , ,,12, , , , , , , , , , , , , , , , , , ,1,X,3177,872,1417,99,0,0,49,51,89,8,0,2,1,0,0,0,0,1,1,0,0,0,0,0,32,38,44,36,41,46,18,34,39,27,19,24,16,17,14,7,3,14,14,29,21,22,13,3,11,31,39,31,16,6,2,54,14,5,27,150,224,46,43,0,53,53,40,0,0,0,837,859,5,5,48,52,89,11,3,24,62,50,17,78,22,6,1,6,21,23,8,11,65,14,2,6,0,1,2,12,70,98,1,5,40,53,51,13,4,39,14,0,5,11,35,0,33,68,97,99,520.0,197.0,524.0,369,457,412,475,19242,13,14,19,22,23,7,1,0,0,8,12,14,23,31,10,2,1,0,11,1,42,5,55,45,16,88,7,1,1,0,0,0,3,1,1,49,21,25,3,68,78,86,71,84,70,72,41,99,99,4,14,13,5,14,24,0,1,6,1,12,4,4,4,1,0,2,13,17,4,5,18,8,3,2,2,4,8,3,8,8,6,6,3,75,2,0,132,1,12,30,26,8,17,6,2,17,0,11,8,2,2,2,21,42,2,25,20,23,20,2,9,1,5,0,0,11,1,0,1,0,0,2,0,0,2,54,95,3,1,1,99,57,18,4,8,1,11,19,41,93,7,7,1,58,0,39,1,0,1,99,0,94,98,98,7,2,9,7,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,9504.0,9503.0,9502.0,9412.0,9411.0,,,9409.0,,9406.0,L2F,A2F,A2F,A1F,A1F,L4F,L4F,A1F,A1F,A1F,A1F,A2F,A3F,A3F,N4F,N4F,N4F,N3F, , ,N3F, ,F1E,15,9702,34,6,13,,,,,9603.0,,,9511.0,,,,,,,,,,,,9409.0,,9406.0,,,,,17.0,,,15.0,,,,,,,,,,,,15.0,,15.0,92.0,6,3,10.0,9401,20.0,9405,17.0,9603,9401,9405.0,4.0,15.333333333,27842,0,0.0,0,L,2,F,X,X,X,33.0,A
8601,BHG,0,MI,49601, , ,3601,0, , , , ,XXXX,T2,39,62.0,E,H, , , , ,,5.0,M,3.0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,37,37,31,5,2,6, , , ,2.0, , , , ,Y, ,Y, , ,Y, , ,Y, , ,Y, , , ,3,X,1326,376,448,0,5,95,52,48,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,43,33,43,46,31,36,41,23,10,22,27,18,12,8,4,12,17,37,19,15,17,5,15,13,33,53,36,12,4,67,9,4,20,219,294,83,82,0,0,0,0,0,0,0,557,634,3,2,89,11,97,3,13,46,84,72,38,92,8,8,3,6,8,11,3,25,61,12,1,0,0,0,3,14,27,59,0,1,57,57,60,16,5,0,0,17,6,0,0,4,0,12,33,74,0.0,451.0,540.0,258,273,365,380,13156,13,35,15,13,16,6,1,1,0,13,30,14,15,19,8,2,0,0,23,6,40,8,41,59,8,79,12,0,0,0,0,0,3,6,0,6,11,15,5,19,72,81,62,71,57,77,75,81,99,1,15,16,4,8,14,0,0,13,1,11,11,0,7,5,0,6,25,2,3,4,23,4,4,0,1,9,9,2,3,5,2,6,11,68,8,0,120,13,9,40,15,5,12,6,2,24,3,20,3,0,0,0,19,37,0,37,20,31,8,2,4,2,8,0,0,2,0,0,0,0,0,0,1,0,5,80,96,2,1,0,97,69,21,8,17,4,11,23,66,77,23,0,0,48,25,2,13,0,13,4,96,10,99,95,6,2,5,11,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L1F,A1F,A1F, ,A1F,S2F,S2F,S2F,S2F,S2F,S2F, ,A1E, ,A1E,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,27,9702,69,4,10,,,,,,,,,,,,9506.0,,,,,9412.0,,,,,,,,,,,,,,,,,15.0,,,,,11.0,,,,,,152.0,18,9,3.0,8710,15.0,8910,15.0,9506,8610,8709.0,11.0,8.4444444444,73933,0,0.0,0,L,1,F,X,X,X,53.0,D
9401,ARG,0,CA,95833, , ,0,0, , , , ,XXXX,S1,15,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,1,25,37,30,7,15,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,3028,658,1616,92,0,8,50,50,84,7,1,3,9,0,1,1,0,0,0,0,7,0,0,2,29,31,34,32,36,39,14,65,26,9,18,41,20,10,6,3,1,31,27,25,8,9,6,2,5,41,42,17,7,2,0,39,19,2,40,122,187,22,10,0,77,77,69,0,0,0,1788,2099,6,6,21,79,86,14,3,16,41,30,10,55,45,6,1,5,33,30,19,9,69,6,2,5,0,44,63,97,99,99,14,8,10,39,42,11,4,38,39,0,4,8,65,0,67,97,98,99,6920.0,67.0,862.0,368,424,415,514,23026,9,19,18,26,19,5,2,1,1,5,11,15,28,24,8,4,2,2,8,2,37,4,85,15,13,83,10,1,1,0,0,0,5,2,1,23,17,20,1,65,86,90,83,88,79,49,37,84,99,2,17,21,6,16,20,0,3,5,0,7,2,2,1,1,0,5,8,2,4,6,16,8,6,3,1,10,7,10,14,7,15,4,4,66,4,1,155,1,7,12,21,11,36,12,2,17,1,4,14,1,1,0,13,25,1,37,10,30,21,1,2,2,10,0,0,3,3,1,1,3,1,0,1,0,3,53,95,3,1,1,98,52,11,1,5,21,27,71,83,84,16,8,18,23,2,74,0,0,1,93,7,94,99,99,12,3,2,3,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9511.0,9509.0,9508.0,9507.0,9506.0,,9503.0,,,9411.0,9411.0,9410.0,9409.0,,9406.0,L1F,A1F,A1F, ,A1F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A1F, ,A1F, , ,N1D,N1D,N1D,N1D, ,F1D,12,9702,30,4,9,,,,,,,,,,,,,,9505.0,,,,,,9412.0,,,,,,,,,,,,,,,,17.0,,,,,,15.0,,,37.0,3,2,5.0,9310,17.0,9505,17.0,9505,9310,9412.0,14.0,12.333333333,172177,0,0.0,0,L,1,F,X,X,X,18.0,B
9001,HOW,1,WI,54162, , ,4610,0, , , , ,XXXX,R2,49,51.0,E,U, , , , ,1.0,2.0,M,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,20,43,21,3,0,1, , , ,4.0, , , , , , , , , , , , , , , , , , , , ,X,3353,889,1054,0,0,99,52,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,44,33,44,47,32,33,40,26,14,23,20,15,13,10,6,13,13,33,23,18,25,7,22,14,29,57,39,21,9,64,4,5,27,239,315,91,90,1,2,0,0,0,0,0,470,507,2,1,87,13,93,7,44,45,84,74,41,93,7,4,2,3,12,9,2,25,59,15,0,0,0,0,1,2,11,44,0,1,67,62,63,16,5,2,0,5,11,1,0,1,0,1,18,54,0.0,315.0,658.0,308,338,337,367,10616,19,18,22,23,13,3,1,0,0,12,17,25,26,15,3,1,0,0,32,5,59,6,24,76,2,63,10,1,0,0,0,0,7,21,1,62,17,25,4,66,70,77,63,74,60,74,67,79,99,2,5,4,2,5,10,0,0,9,28,14,14,6,4,28,0,6,25,5,1,4,9,5,3,1,1,4,5,3,1,3,0,1,23,65,5,3,120,19,10,49,10,6,4,1,3,27,2,23,4,0,0,0,10,20,0,43,14,21,8,1,1,0,24,0,0,1,0,1,18,0,0,0,0,0,0,93,96,0,0,4,98,78,34,14,47,1,5,13,32,39,61,0,0,2,25,4,51,0,18,0,97,0,97,97,7,3,5,7,9706,9606.0,9604.0,,9603.0,,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9501.0,9411.0,,9410.0,9409.0,9407.0,9406.0,L1E,A1E,A1E, ,L2E, ,L2E,A1E,S2E,S2E,S2E,S2E,S2E, ,S2E,S2E,S2E,S2D, ,S2D,S2D,S2D,S2D,24,9702,67,5,12,,,,,,9601.0,,,,,,,,,,,,,,9409.0,,9407.0,,,,,,11.0,,,,,,,,,,,,,,10.0,,8.0,129.0,18,12,3.0,9005,11.0,9601,11.0,9601,9005,9008.0,3.0,7.1666666667,80221,0,0.0,1,L,1,E,X,X,X,56.0,D
8601,LIS,2,AL,35773, , ,5201,0, , , , ,XXXX,R2,49,46.0,E,H, , , , ,,7.0,F,,0,,,,,,,,,,,,,,,2,0,20,44,8,7,5,7, , , ,6.0, , , , ,Y, ,Y,Y,Y, , , ,Y,Y, , , , , ,2,X,2880,480,576,0,0,99,72,28,73,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,33,35,32,36,39,15,44,34,21,16,39,23,10,7,3,2,17,18,29,18,18,15,5,12,15,32,53,32,11,3,45,16,3,35,216,286,73,72,2,3,1,0,42,42,0,667,707,2,2,85,15,95,5,6,45,83,74,40,53,47,6,1,5,9,11,2,13,54,6,0,26,0,1,2,10,37,74,0,1,51,54,56,16,5,3,0,24,9,3,0,2,8,15,25,43,3440.0,185.0,691.0,331,369,353,388,12586,15,20,18,25,17,5,0,0,0,6,23,16,29,20,6,0,0,0,19,7,33,2,65,35,12,86,12,1,1,0,0,0,0,2,2,62,30,31,5,85,35,30,48,28,41,50,48,65,0,3,9,5,7,6,15,0,4,10,3,20,15,3,4,2,0,15,30,5,3,2,14,2,4,2,0,4,2,7,9,7,5,7,4,71,5,1,120,13,24,30,19,7,6,1,2,17,1,13,6,0,0,0,14,20,0,44,13,8,26,0,6,1,6,0,0,6,0,0,0,0,0,0,0,0,0,72,95,3,0,3,96,82,34,4,13,6,38,48,68,78,22,0,0,0,16,66,1,0,16,72,27,3,99,94,6,2,5,3,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,,,9409.0,9407.0,9406.0,L4F,S4F,S4F,S4F,S4F,S4F,S4F,S4F, ,S4F,S4F,S4F,S3F,S3E,S4F,S4F,S4F,S4F, , ,S4F,S4F,S3F,34,9702,85,6,14,,,,,,,9512.0,,9511.0,9509.0,9508.0,9506.0,,9504.0,9503.0,,,,,9409.0,,,,,,,,,15.0,,12.0,14.0,20.0,12.0,,13.0,16.0,,,,,14.0,,,415.0,34,16,5.0,9104,21.0,9007,15.0,9512,8609,8612.0,3.0,12.205882353,48121,0,0.0,0,L,4,F,X,X,X,38.0,D
9501,GDA,1,MI,49228, , ,2601,0, , , , ,XXXX,R2,45,72.0,E,H, , , , ,,3.0,M,2.0,9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,0,30,18,57,3,3,0, , , ,, , , , , , , ,Y,Y, , , , , , ,Y, , , ,2, ,998,277,426,0,92,8,45,55,95,0,1,0,6,0,0,0,0,0,0,0,6,0,0,1,32,43,48,37,47,52,25,50,31,19,14,23,15,11,10,14,13,20,18,33,15,14,36,20,35,33,32,36,21,7,2,57,11,13,19,155,234,47,47,3,19,15,13,0,0,0,515,556,3,3,76,24,98,2,10,33,65,51,25,83,17,8,0,8,9,31,2,20,51,24,0,0,0,0,2,5,14,53,0,2,41,52,53,13,4,10,8,33,5,5,12,1,3,21,65,85,440.0,55.0,547.0,214,265,290,336,12901,29,30,17,7,10,3,1,0,2,16,29,27,7,13,5,2,0,0,40,5,43,5,42,58,4,81,8,1,1,0,0,0,8,1,14,14,18,24,5,55,56,70,45,66,44,61,42,99,99,0,7,12,0,13,17,2,0,9,3,19,15,1,2,2,0,5,32,3,1,3,24,6,6,5,0,2,5,4,3,3,3,0,0,89,5,0,120,13,8,38,23,5,12,1,1,27,1,20,8,0,0,0,15,30,3,18,14,57,12,0,8,0,24,0,3,2,1,0,1,0,0,0,2,0,3,68,97,1,0,2,94,43,13,6,21,2,16,16,55,60,40,0,0,91,1,5,3,0,0,98,2,96,99,94,6,2,3,6,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,,,,,,,,,,L3E,N3E,N3E, ,N1D,F1D,F1D,F1D,F1D,F1D,F1D, ,P1D, , , , , , , , , , ,8,9702,20,5,11,,,,,9603.0,9601.0,,,,,,9506.0,,,,,,,,,,,,,,,10.0,7.0,,,,,,5.0,,,,,,,,,,,22.0,3,2,5.0,9506,10.0,9603,10.0,9603,9506,9601.0,7.0,7.3333333333,72585,0,0.0,1,L,3,E,X,X,X,59.0,C
8601,FOR,4,MI,49707, , ,4912,0, , , , ,XXXX,T2,39,48.0,E,H, , , , ,2.0,7.0,M,,0,,,,,,,,,,,,,,,2,0,43,23,21,8,2,4, , , ,4.0, , , , ,Y, ,Y,Y, ,Y, , , , , , , , , ,3,X,763,226,266,0,0,99,51,49,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33,41,43,34,43,45,27,36,40,24,11,23,24,19,14,6,3,14,13,36,23,14,14,5,13,13,34,53,32,12,2,67,8,4,22,216,287,84,83,1,5,4,4,0,0,0,473,621,3,2,86,14,93,7,43,42,85,72,34,92,8,8,2,6,10,11,2,22,67,10,0,0,0,1,9,14,23,43,0,1,51,55,57,16,5,4,0,10,7,1,3,3,0,0,45,82,0.0,627.0,583.0,327,338,348,363,12580,20,21,16,22,15,6,0,0,0,13,20,20,26,16,4,0,0,0,19,12,30,7,39,61,4,83,8,1,1,0,0,0,4,4,0,4,11,13,1,32,66,75,55,64,53,63,42,97,47,9,8,12,2,10,16,1,1,12,1,20,10,5,3,1,2,6,26,4,6,4,21,5,2,4,1,7,5,5,3,8,2,4,6,76,3,1,120,8,13,44,20,5,6,3,2,24,2,19,4,0,0,0,23,43,0,23,23,21,21,1,10,7,27,0,0,6,0,1,17,0,0,1,1,0,0,94,99,0,0,1,98,81,30,7,22,1,13,16,47,72,28,0,0,58,11,4,18,0,9,45,55,20,99,96,6,2,13,6,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,31,9702,73,6,13,,,,,,,,,9510.0,,,,,,,,,,9411.0,,,,,,,,,,,,21.0,,,,,,,,,,21.0,,,,162.0,12,8,3.0,8703,21.0,9312,21.0,9510,8703,8807.0,16.0,13.5,74235,1,26.0,1,L,1,F,X,X,X,39.0,D
8601,BHG,2,GA,30033, , ,2301,0, , , , ,XXXX,C1,23,75.0,E,H, , , , ,,5.0,M,9.0,11,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3,0,48,27,55,8,8,5, , , ,8.0,14, , , , , , , , , , , , , , , , , , , , ,596,162,272,99,0,0,48,52,98,1,0,1,5,0,0,0,0,0,0,0,1,1,1,3,38,43,46,41,46,49,14,46,30,24,9,24,19,12,16,15,5,25,18,20,19,18,27,11,26,30,37,33,12,3,1,53,10,9,28,154,219,99,99,0,0,0,0,0,0,0,883,908,6,6,84,16,97,3,0,22,60,50,18,74,26,3,0,3,15,32,10,11,62,25,0,0,0,0,0,18,86,99,0,0,70,56,60,13,4,0,0,0,16,0,0,0,77,81,88,93,520.0,197.0,524.0,405,407,444,462,20176,9,11,19,27,25,6,3,0,0,5,9,17,30,29,11,0,0,0,27,4,58,0,32,68,8,75,8,7,2,5,0,0,3,7,0,40,22,25,0,82,70,74,67,74,63,70,59,99,0,0,31,20,2,2,25,0,0,6,0,12,1,0,0,0,0,5,6,2,0,4,10,10,5,0,0,11,19,23,4,6,8,5,8,61,9,2,139,7,15,19,20,2,17,21,3,10,0,6,7,0,0,0,14,29,0,25,9,63,0,0,10,1,4,0,0,16,1,0,0,0,0,1,1,0,4,60,90,7,1,2,99,64,13,19,36,0,0,0,0,8,92,0,0,94,0,6,0,0,0,99,0,99,99,97,8,3,8,12,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L2E,A1E,A1E, ,A1E,A3E,A3E,A3E,A3E,A3E,A3E,A4E,A3E,A4E,A4E,A2E,A2E,A2E,A2E,A2E,A2E,A1E,L3E,32,9702,70,5,14,,,,,9603.0,,,,,,,,9505.0,,,,9412.0,9411.0,,,,9406.0,,,,,12.0,,,,,,,,12.0,,,,13.0,12.0,,,,10.0,148.0,14,7,5.0,9103,13.0,9104,12.0,9603,8804,8907.0,15.0,10.571428571,25688,0,0.0,1,L,2,E,X,X,X,19.0,A
8601,DRK,1002,TX,79936, , ,1702,0, , , , ,XXXX,U1,03,81.0,E,U, , , , ,,5.0,M,9.0,0,,,,,,,,,,,,,,,1,3,29,53,20,8,8,4, , , ,9.0,12, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , , , , , ,3,X,2684,725,950,99,0,0,51,49,88,3,0,2,44,1,0,1,0,0,0,0,41,0,0,2,32,40,42,32,41,44,28,31,43,27,15,19,30,18,10,6,2,11,12,32,27,18,11,2,8,20,29,51,33,13,4,62,10,2,26,207,282,67,65,0,32,32,22,0,0,0,1269,1486,4,4,62,38,95,5,8,44,76,66,38,89,11,7,2,5,18,10,4,20,60,8,0,2,0,15,36,66,94,99,5,4,60,65,59,15,4,25,7,0,7,10,21,0,14,33,97,98,2320.0,371.0,765.0,512,574,540,597,20906,13,16,11,8,25,18,4,0,5,11,15,8,7,25,23,6,0,6,10,1,45,6,48,52,10,79,13,0,0,0,0,0,5,2,5,2,19,22,4,64,68,85,51,83,46,38,31,99,25,4,21,23,1,15,12,0,1,6,1,11,2,5,3,2,1,5,18,5,7,4,15,6,4,3,0,8,13,4,6,8,8,4,10,65,3,1,140,5,4,27,24,5,25,10,6,27,1,21,10,1,3,0,14,29,1,53,29,20,3,0,3,0,9,0,0,1,1,1,1,0,0,1,0,0,16,50,54,38,3,4,94,70,23,5,15,3,9,37,99,99,0,0,0,72,0,28,0,0,0,99,0,99,99,94,11,3,6,6,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,,,9409.0,9407.0,9406.0,L4D,S4D,S4D,S4D,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4D,S4D,S4D,S4D, , ,S4D,S4D,S4D,33,9702,85,5,11,,,,,,,,,,,9508.0,,9505.0,,9504.0,9502.0,,,,9409.0,9408.0,9407.0,,,,,,,,,,,5.0,,5.0,,6.0,10.0,,,,5.0,4.0,4.0,217.0,51,25,2.0,9411,10.0,9502,5.0,9508,8607,8702.0,7.0,4.2549019608,129031,1,10.0,0,L,4,D,X,X,X,9.0,B
